processo,sql_incra
1020.2023/0009493-1,01301000183
1020.2023/0015198-6,30903600290
1020.2020/0001960-8,15009000139
1020.2021/0005851-6,03703808349
1020.2023/0014651-6,05610700361
1020.2020/0012297-2,11023500433
1020.2023/0013142-0,01304107264
1020.2021/0008217-4,08013900428
1020.2020/0003084-9,11150400330
1020.2023/0014822-5,04312000190
1020.2020/0015378-9,20306100515
1020.2021/0003880-9,29908700209
1020.2020/0000482-1,15121000021
1020.2020/0008887-1,10204900610
1020.2020/0003307-4,08925500310
1020.2020/0006385-2,01801701891
1020.2020/0012931-4,15108300394
1020.2020/0004104-2,06640600064
1020.2020/0014778-9,13405500175
1020.2022/0022317-9,08543400392
1020.2022/0020658-4,06114601955
1020.2022/0020729-7,04116500135
1020.2022/0019661-9,16032500054
1020.2022/0023530-4,01301800570
1020.2023/0000112-7,13520000511
1020.2023/0000011-2,11720500362
1020.2023/0000942-0,17017200046
1020.2023/0001802-0,04219800182
1020.2022/0023919-9,01300805757
1020.2022/0023920-2,08549801828
1020.2023/0001883-6,03700500645
1020.2023/0000877-6,21401300111
1020.2023/0001801-1,01409200116
1020.2022/0023818-4,08714300052
1020.2023/0002552-2,10911600190
1020.2021/0006243-2,05364800792
1020.2023/0000473-8,03807300694
1020.2023/0000481-9,08135204027
1020.2023/0000712-5,08500700394
1020.2023/0000361-8,01612305628
1020.2023/0000361-8,01612305512
1020.2023/0002565-4,04408400130
1020.2023/0000712-5,08500700440
1020.2023/0000344-8,11612100316
1020.2023/0003629-0,03614000222
1020.2020/0000388-4,10157801704
1020.2023/0004256-7,01401300545
1020.2023/0006524-9,15916800273
1020.2023/0004058-0,03205000064
1020.2023/0004709-7,06664800071
1020.2023/0005007-1,05013000459
1020.2023/0005945-1,10131700374
1020.2023/0005691-6,10103604048
1020.2023/0006483-8,03510301358
1020.2023/0006929-5,08564300354
1020.2023/0003981-7,30902700178
1020.2023/0003996-5,04528500299
1020.2023/0009482-6,03701300471
1020.2023/0001994-8,11301200289
1020.2023/0008381-6,10305000038
1020.2023/0007273-3,06724700450
1020.2023/0007678-0,01302404954
1020.2023/0008016-7,06206200329
1020.2023/0009547-4,04524900128
1020.2023/0006040-9,11247600024
1020.2023/0006547-8,08135204027
1020.2023/0004563-9,06916400358
1020.2023/0008554-1,10209900015
1020.2023/0009757-4,07636900416
1020.2023/0007500-7,04204900291
1020.2023/0007506-6,08241500025
1020.2023/0010138-5,07421000445
1020.2023/0010398-1,01112402675
1020.2023/0010909-2,14730700219
1020.2023/0011656-0,08320600650
1020.2023/0010233-0,09307900140
1020.2023/0008307-7,07004400174
1020.2023/0009724-8,14803900387
1020.2023/0012930-1,04504700387
1020.2023/0013323-6,16832800648
1020.2023/0013660-0,09006700975
1020.2023/0011273-5,13101400261
1020.2021/0013013-6,13809000204
1020.2021/0011287-1,04408500127
1020.2023/0015353-9,00403700035
1020.2020/0000785-5,07109900691
1020.2021/0002327-5,11134100646
1020.2021/0009630-2,18514300104
1020.2023/0012389-3,17120300651
1020.2020/0004601-0,08552001675
1020.2020/0005968-5,17814400367
1020.2021/0000963-9,03401200011
1020.2021/0007112-1,01803900271
1020.2020/0012154-2,11511100124
1020.2020/0009169-4,11200700138
1020.2023/0015505-1,07214000369
1020.2020/0004318-5,02807300073
1020.2020/0014464-0,12201600278
1020.2020/0015208-1,07806500529
1020.2021/0003048-4,16030900179
1020.2020/0013204-8,07631900280
1020.2020/0004601-0,08552001901
1020.2020/0002543-8,13518900411
1020.2023/0014361-4,07724000557
1020.2020/0009129-5,04115000430
1020.2021/0000984-1,12110300905
1020.2020/0002090-8,14613800608
1020.2020/0004257-0,04121600223
1020.2020/0002660-4,30415600046
1020.2020/0012988-8,11439200083
1020.2023/0016866-8,01300600233
1020.2020/0002719-8,10126100331
1020.2020/0005032-7,04514603120
1020.2020/0009048-5,01303600943
1020.2020/0001010-4,08131300110
1020.2020/0004601-0,08552001081
1020.2020/0008279-2,29907400090
1020.2021/0002218-0,07837600339
1020.2020/0001079-1,19808800946
1020.2020/0002238-2,14019900778
1020.2020/0015207-3,13409900348
1020.2021/0000404-1,14511700353
1020.2021/0001296-6,15720701019
1020.2021/0000892-6,07626500431
1020.2020/0001288-3,14728300306
1020.2021/0011850-0,08957000356
1020.2021/0010211-6,12212600101
1020.2021/0010303-1,11107900254
1020.2020/0007146-4,07600800098
1020.2020/0014088-1,10918700379
1020.2020/0013610-8,09703500137
1020.2020/0014874-2,05910300326
1020.2020/0004782-2,11828100144
1020.2021/0001087-4,05922200402
1020.2020/0003363-5,13444500296
1020.2020/0005970-7,01004300761
1020.2023/0013791-6,01400900018
1020.2020/0003012-1,05232000276
1020.2023/0014835-7,07839300065
1020.2020/0008669-0,12516701097
1020.2021/0003240-1,23500200085
1020.2020/0015381-9,00807401218
1020.2021/0003387-4,21401100978
1020.2020/0013018-5,07039800101
1020.2020/0001945-4,11743400151
1020.2020/0008426-4,08625902979
1020.2021/0003494-3,10133500161
1020.2021/0003148-0,15220700323
1020.2021/0013388-7,07851000270
1020.2020/0004746-6,04841400801
1020.2021/0007482-1,15502001112
1020.2023/0016309-7,00506700763
1020.2020/0001954-3,11616001355
1020.2020/0015307-0,12416500121
1020.2021/0000875-6,18712700060
1020.2021/0000182-4,02505600181
1020.2020/0012927-6,05011400115
1020.2020/0004885-3,08549801283
1020.2021/0003287-8,03509902858
1020.2020/0001551-3,08240200087
1020.2021/0000180-8,07609500194
1020.2023/0014560-9,11311400434
1020.2020/0011640-9,04002400239
1020.2021/0003412-9,02206300184
1020.2023/0016516-2,11360901328
1020.2020/0004725-3,29903912666
1020.2020/0008828-6,11145900551
1020.2020/0001914-4,14717300997
1020.2021/0009996-4,00700700250
1020.2023/0009382-0,01301800015
1020.2023/0012804-6,07644300406
1020.2021/0005055-8,30400800011
1020.2023/0012723-6,06912200354
1020.2023/0016308-9,03701900191
1020.2020/0004525-0,13027400575
1020.2020/0005853-0,19201200233
1020.2020/0001493-2,04017000071
1020.2020/0004589-7,20300700871
1020.2020/0011165-2,09515400368
1020.2020/0015571-4,05523600229
1020.2020/0005304-0,00702300411
1020.2023/0014156-5,01306200326
1020.2020/0011619-0,10608600112
1020.2020/0012393-6,08558901848
1020.2023/0015169-2,16505900755
1020.2021/0002845-5,17516700621
1020.2020/0003955-2,17329000018
1020.2021/0009985-9,11423600281
1020.2020/0008358-6,11832500127
1020.2023/0015568-0,05400400345
1020.2020/0003726-6,04913900315
1020.2021/0003190-1,07651302265
1020.2020/0007364-5,08625900593
1020.2020/0015951-5,15209800570
1020.2021/0003422-6,12036900071
1020.2020/0012232-8,06412300171
1020.2021/0004194-0,05407500108
1020.2020/0013501-2,08829000116
1020.2023/0009058-8,04200900114
1020.2020/0001070-8,14506300245
1020.2020/0002330-3,08938000206
1020.2021/0003268-1,05407800160
1020.2021/0010499-2,11035100389
1020.2020/0003355-4,11135800293
1020.2020/0013930-1,10509400425
1020.2023/0015372-5,08122500171
1020.2021/0001606-6,10721400158
1020.2020/0009218-6,18703200069
1020.2020/0004725-3,29903911724
1020.2020/0008666-6,10743601253
1020.2020/0004565-0,07419800545
1020.2020/0013790-2,11634100882
1020.2023/0013877-7,08559109277
1020.2023/0014784-9,04922900251
1020.2020/0000553-4,00903800527
1020.2020/0009355-7,11619900342
1020.2021/0001941-3,18812802841
1020.2021/0002207-4,03702300619
1020.2023/0016258-9,07301503911
1020.2020/0011247-0,07624700387
1020.2020/0001988-8,16722700029
1020.2020/0004694-0,13411400608
1020.2021/0003289-4,29908700195
1020.2021/0004147-8,12108800424
1020.2020/0001513-0,06408700527
1020.2020/0007948-1,13518000399
1020.2020/0015100-0,06414500380
1020.2020/0000020-6,01707200335
1020.2021/0006594-6,04930300142
1020.2020/0002957-3,15306100413
1020.2021/0005036-1,08120700155
1020.2020/0002070-3,04621100424
1020.2021/0007802-9,06634400271
1020.2021/0006623-3,02702900038
1020.2020/0000243-8,12500900362
1020.2020/0001883-0,10141900279
1020.2020/0011972-6,07409400293
1020.2021/0001406-3,15210800041
1020.2020/0005822-0,03206300381
1020.2023/0011880-6,06727100276
1020.2020/0011868-1,03915100242
1020.2020/0012211-5,10107600187
1020.2021/0001180-3,04201300420
6068.2020/0000018-0,06515400101
1020.2020/0001954-3,11616001371
1020.2020/0007195-2,11252300076
1020.2020/0007185-5,11262500736
1020.2021/0007002-8,10735300363
1020.2020/0015276-6,13028901012
1020.2020/0015369-0,05419300044
1020.2023/0013168-3,07113200273
1020.2020/0007900-7,07301501587
1020.2020/0003961-7,30305300285
1020.2021/0004867-7,10412400234
1020.2020/0011747-2,30901400170
1020.2020/0015620-6,15214500725
1020.2020/0001487-8,04711900187
1020.2021/0000682-6,10410100543
1020.2021/0013338-0,01004830769
1020.2021/0011443-2,07802800633
1020.2021/0014589-3,07975100171
1020.2020/0002552-7,10906400111
1020.2021/0013323-2,13916400321
1020.2021/0013757-2,06917700711
1020.2021/0017006-5,07723000421
1020.2021/0015976-2,18724600139
1020.2021/0014307-6,04316700391
1020.2021/0013009-8,15021600248
1020.2021/0016088-4,13323200291
1020.2021/0017520-2,31003400156
1020.2021/0017605-5,07504100323
1020.2022/0000188-5,03303901351
1020.2021/0016226-7,09006100153
1020.2020/0001404-5,01200100182
1020.2020/0000357-4,23000500330
1020.2021/0000038-0,11034500200
1020.2022/0001825-7,07677000428
1020.2022/0001427-8,07620600329
1020.2022/0001290-9,05623200761
1020.2020/0001761-3,15114401628
1020.2022/0002485-0,05132900852
1020.2022/0004567-0,03008600867
1020.2022/0003049-4,11918800676
1020.2022/0004574-2,10604800281
1020.2022/0006567-0,06609300275
1020.2022/0010322-0,04527800566
1020.2022/0005609-4,16418000136
1020.2022/0006390-2,08502400193
1020.2022/0005950-6,00706402766
1020.2022/0007969-8,07217801680
1020.2022/0005830-5,15404200250
1020.2022/0005638-8,04205300921
1020.2022/0008019-0,00901901040
1020.2022/0006836-0,01500600199
1020.2022/0007363-0,03801500160
1020.2022/0008442-0,08606800066
1020.2021/0013882-0,30707400683
1020.2022/0008103-0,02004001461
1020.2022/0007597-8,08306000102
1020.2022/0008047-5,01503600548
1020.2022/0008070-0,07326400326
1020.2022/0008458-6,10302503845
1020.2022/0008458-6,10302503675
1020.2022/0008708-9,29915300598
1020.2022/0011546-5,11035700386
1020.2022/0010274-6,01703400186
1020.2022/0007579-0,06008600010
1020.2022/0010889-2,00108601250
1020.2020/0006331-3,19419900591
1020.2022/0013413-3,08304300291
1020.2020/0015793-8,29906107160
1020.2022/0014341-8,30903900162
1020.2022/0014990-4,06212400474
1020.2022/0014990-4,06212400288
1020.2022/0010708-0,08602804857
1020.2022/0014332-9,24100300059
1020.2022/0014416-3,08958300205
1020.2022/0015427-4,03803201942
1020.2022/0016039-8,29909700474
1020.2022/0016438-5,03607800561
1020.2022/0012559-2,01207100536
1020.2022/0015634-0,08123000405
1020.2022/0019844-1,04008200061
1020.2022/0021458-7,09511400101
1020.2022/0021122-7,08508100272
1020.2022/0020175-2,04101100381
1020.2022/0020643-6,05804800345
1020.2021/0002880-3,11606903771
1020.2022/0021367-0,15232700171
1020.2022/0016591-8,00306001209
1020.2022/0021998-8,07131000086
1020.2022/0015020-1,08502600117
1020.2022/0021410-2,00507628004
1020.2022/0021384-0,14902400153
1020.2022/0019754-2,02006605569
1020.2022/0019664-3,08123300484
1020.2022/0021486-2,29906106113
1020.2022/0021594-0,07300100449
1020.2022/0021668-7,08718801927
1020.2022/0022046-3,09700600289
1020.2022/0020660-6,08735100230
1020.2022/0020883-8,04705600452
1020.2022/0023148-1,08109701728
1020.2022/0022845-6,07534100038
1020.2022/0017758-4,11605300178
1020.2022/0024285-8,15717600479
1020.2022/0022506-6,03303000158
1020.2022/0021708-0,01504200985
1020.2022/0024023-5,03701701067
1020.2023/0000603-0,10416600181
1020.2023/0001232-3,02107200661
1020.2023/0001782-1,00066592641
1020.2023/0000307-3,01403900566
1020.2023/0000820-2,01215600161
1020.2022/0023906-7,01302600168
1020.2023/0001879-8,12316900691
1020.2023/0008365-4,18420307776
1020.2023/0000478-9,00702300292
1020.2023/0000567-0,03202000578
1020.2023/0003164-6,02106300050
1020.2023/0003367-3,08559800255
1020.2023/0009649-7,02901100295
1020.2023/0002565-4,04408400076
1020.2023/0002406-2,10138301793
1020.2023/0003267-7,01302600214
1020.2023/0004443-8,13116300584
1020.2023/0003275-8,25600600095
1020.2023/0003012-7,03012500146
1020.2021/0018689-1,06718700541
1020.2023/0004462-4,06912200214
1020.2023/0001876-3,01304100952
1020.2023/0002926-9,30008800011
1020.2023/0004266-4,05133200080
1020.2023/0002369-4,05131400661
1020.2023/0004175-7,07501400628
1020.2023/0005345-3,30606600024
1020.2023/0004607-4,16903100317
1020.2023/0007363-2,06719000454
1020.2023/0006819-1,01504200829
1020.2023/0006282-7,13028200294
1020.2023/0005143-4,17322900218
1020.2023/0007021-8,08119700139
1020.2023/0003982-5,01002008611
1020.2023/0002229-9,20004400753
1020.2023/0004733-0,00205300669
1020.2023/0005146-9,08610100121
1020.2023/0004903-0,03801000567
1020.2023/0007883-9,01507600127
1020.2023/0007145-1,03000400168
1020.2023/0013616-2,13118300131
1020.2023/0007845-6,03800700069
1020.2023/0009482-6,03701300496
1020.2023/0004835-2,17206300651
1020.2023/0008010-8,08501700193
1020.2023/0004686-4,09709200046
1020.2023/0006053-0,10110600257
1020.2021/0008784-2,09020600524
1020.2023/0004695-3,10212301331
1020.2023/0010349-3,08123000367
1020.2021/0001860-3,05700600511
1020.2023/0009975-5,01407500309
1020.2023/0010213-6,11819400270
1020.2023/0010225-0,17813500015
1020.2023/0011045-7,01302400665
1020.2023/0011200-0,05111400036
1020.2023/0011482-7,20802800333
1020.2023/0008592-4,06718501212
1020.2023/0009362-5,16015501791
1020.2023/0012919-0,03709700221
1020.2021/0012364-4,30309900104
1020.2021/0009772-4,11741101297
1020.2020/0015401-7,06632300650
1020.2020/0004602-8,08718800734
1020.2021/0004411-6,01400700884
1020.2020/0006385-2,01801701067
1020.2020/0004184-0,03002900011
1020.2020/0007566-4,15608300245
1020.2023/0012072-0,04715800535
1020.2020/0012653-6,04013700115
1020.2021/0001334-2,11047801271
1020.2020/0001226-3,15216600220
1020.2020/0004289-8,18722300014
1020.2020/0006171-0,14919200322
1020.2020/0000657-3,11240200659
1020.2021/0002196-5,11240800214
1020.2021/0004279-2,10726300151
1020.2020/0006112-4,13322900451
1020.2020/0004601-0,08552001136
1020.2020/0008742-5,10909400651
1020.2020/0014127-6,02109400420
1020.2020/0005948-0,05009201097
1020.2023/0015701-1,11213000512
1020.2023/0004182-0,08806800256
1020.2023/0003981-7,30902700186
1020.2023/0004072-6,31003700291
1020.2023/0004834-4,07203200418
1020.2023/0007748-4,05209700232
1020.2020/0002008-8,17126600207
1020.2023/0007572-4,03702000119
1020.2023/0013765-7,11500100152
1020.2023/0008727-7,00403700124
1020.2023/0008727-7,00403700019
1020.2023/0004546-9,08623500520
1020.2023/0006907-4,09136100277
1020.2023/0008164-3,16410200152
1020.2023/0007617-8,03807300198
1020.2023/0012517-9,16701902382
1020.2023/0010893-2,03710400120
1020.2023/0011046-5,03708302249
1020.2023/0010877-0,00908000561
1020.2023/0008865-6,04906000037
1020.2023/0009836-8,08602400217
1020.2023/0012922-0,05512100378
1020.2023/0011353-7,07624300303
1020.2021/0009715-5,11529500061
1020.2021/0013703-3,06720800698
1020.2020/0003216-7,07974500182
1020.2021/0011037-2,07607400478
1020.2021/0012854-9,14104300811
1020.2021/0019492-4,09304800080
1020.2021/0011089-5,13024800068
1020.2020/0013496-2,18807700084
1020.2021/0004404-3,02300400596
1020.2020/0005704-6,07636800373
1020.2020/0008559-7,10163100399
1020.2023/0016357-7,16706400016
1020.2020/0007314-9,14700100019
1020.2021/0001783-6,03008300413
1020.2021/0008877-6,07135200047
1020.2021/0006002-2,13520500247
1020.2020/0001085-6,01206605571
1020.2023/0014826-8,06814600412
1020.2020/0003237-0,04706000904
1020.2020/0015916-7,11025100572
1020.2023/0011425-8,12043500601
1020.2023/0015822-0,10709700112
1020.2020/0006927-3,30504000060
1020.2021/0005263-1,12120800358
1020.2020/0015394-0,07516400440
1020.2020/0003299-0,19309600763
1020.2021/0009204-8,06411100888
1020.2020/0003090-3,16026800191
1020.2021/0001490-0,16825602658
1020.2020/0013641-8,07522900522
1020.2020/0014670-7,15230100590
1020.2020/0002601-9,09419600491
1020.2020/0003353-8,02907800809
1020.2020/0008531-7,13826100629
1020.2023/0014896-9,01805300210
1020.2020/0007998-8,02601900288
1020.2021/0009706-6,01306500389
1020.2020/0008541-4,01306600022
1020.2020/0000120-2,07821300391
1020.2020/0005816-6,11256700273
1020.2020/0004313-4,11619000619
1020.2020/0008212-1,12600300049
1020.2023/0012505-5,04603000065
1020.2023/0013965-0,07122400077
1020.2023/0016621-5,08109700391
1020.2020/0007911-2,08603900167
1020.2020/0008349-7,01501000268
1020.2021/0003249-5,07221600163
1020.2023/0001941-7,02904901711
1020.2023/0014442-4,04414200271
1020.2020/0016083-1,30906101457
1020.2021/0009216-1,18812800172
1020.2021/0006614-4,11721200370
1020.2020/0014728-2,03218400384
1020.2021/0002907-9,06616900630
1020.2020/0001662-5,06401000430
1020.2020/0007627-0,04926700964
1020.2020/0008538-4,01009200208
1020.2020/0013029-0,03610300558
1020.2020/0013773-2,08929100627
1020.2020/0015606-0,08509100098
1020.2020/0006260-0,02009400437
1020.2020/0006159-0,01616403780
1020.2021/0003728-4,16801100067
1020.2021/0001305-9,10600200468
1020.2020/0007441-2,15239500745
1020.2020/0015236-7,09600500134
1020.2023/0001507-1,06717001089
1020.2020/0005204-4,04413500113
1020.2021/0008951-9,11013000837
1020.2023/0013450-0,10131200991
1020.2022/0004768-0,14409300104
1020.2020/0002718-0,15705902335
1020.2023/0013678-2,01113700262
1020.2020/0005488-8,05509500271
1020.2020/0005582-5,10906900076
1020.2020/0006879-0,04829900806
1020.2020/0004524-2,02702100198
1020.2023/0009242-4,06734200078
1020.2020/0004285-5,07724500371
1020.2020/0013417-2,13033800660
1020.2020/0014465-8,09711300109
1020.2020/0004586-2,08541601145
1020.2021/0000601-0,03007300215
1020.2021/0001245-1,08215700381
1020.2020/0016065-3,06423500487
1020.2021/0004614-3,16012600177
1020.2020/0011962-9,16031500158
1020.2021/0009747-3,07841300492
1020.2020/0005557-4,07024100168
1020.2021/0008092-9,11045400067
1020.2020/0004628-1,02403800198
1020.2020/0015581-1,16621700325
1020.2020/0002802-0,05612901062
1020.2023/0014435-1,04110500079
1020.2020/0012145-3,06512900065
1020.2021/0001696-1,09502900014
1020.2022/0024355-2,11248300271
1020.2020/0004757-1,07028400301
1020.2020/0001121-6,03213300322
1020.2020/0004885-3,08549801453
1020.2021/0002626-6,01501300318
1020.2020/0013987-5,02604803283
1020.2020/0015880-2,05915100198
1020.2023/0009542-3,08543400996
1020.2020/0003622-7,00303600306
1020.2020/0006263-5,08639000654
1020.2020/0004601-0,08552001217
1020.2021/0009434-2,04112700091
1020.2020/0013016-9,05206000140
1020.2021/0016933-4,07651301358
1020.2020/0016078-5,08928800269
1020.2020/0012854-7,06507800988
1020.2020/0013194-7,09044405111
1020.2020/0000958-0,12515700062
1020.2021/0009852-6,09042301171
1020.2021/0012119-6,12517300223
1020.2021/0011647-8,12514000342
1020.2020/0002252-8,00909200378
1020.2020/0001083-0,02102300056
1020.2020/0000995-5,06505900292
1020.2021/0012970-7,07832000724
1020.2021/0015405-1,14734300118
1020.2021/0018161-0,07039700212
1020.2021/0015409-4,18302200157
1020.2021/0015763-8,11342000217
1020.2021/0014330-0,10740600248
1020.2021/0013550-2,04616000141
1020.2021/0015384-5,06830300142
1020.2021/0015608-9,16922500546
1020.2021/0016201-1,15012800256
