n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
35853/2020;1020.2020/0002399-0;05/01/2022;GTEC;2024.06.03
3608/2021;1020.2021/0000916-7;12/01/2022;GTEC;2024.06.03
36309/2023;1020.2023/0018759-0;14/11/2023;GTEC;2024.06.03
36591/2021;1020.2021/0012938-3;05/09/2023;GTEC;2024.06.03
36591/2021;1020.2021/0012938-3;12/07/2023;GTEC;2024.06.03
36641/2020;1020.2020/0008058-7;23/01/2024;GTEC;2024.06.03
36710/2020;1020.2020/0003390-2;29/09/2022;GTEC;2024.06.03
36779/2021;1020.2020/0001902-0;10/09/2021;GTEC;2024.06.03
36779/2021;1020.2020/0001902-0;13/01/2022;GTEC;2024.06.03
36790/2020;1020.2020/0002652-3;13/07/2022;GTEC;2024.06.03
36798/2020;1020.2020/0002408-3;07/07/2022;GTEC;2024.06.03
36798/2020;1020.2020/0002408-3;23/03/2022;GTEC;2024.06.03
36889/2020;1020.2020/0003619-7;03/11/2022;GTEC;2024.06.03
36889/2020;1020.2020/0003619-7;09/01/2023;GTEC;2024.06.03
36910/2020;1020.2020/0005286-9;26/04/2023;GTEC;2024.06.03
36941/2020;1020.2020/0002401-6;06/01/2022;GTEC;2024.06.03
37215/2020;1020.2020/0002632-9;24/06/2022;GTEC;2024.06.03
37232/2020;1020.2020/0002404-0;10/03/2022;GTEC;2024.06.03
37232/2020;1020.2020/0002404-0;15/07/2022;GTEC;2024.06.03
37269/2020;1020.2020/0003182-9;05/05/2023;GTEC;2024.06.03
37269/2020;1020.2020/0003182-9;11/08/2022;GTEC;2024.06.03
37450/2020;1020.2020/0003053-9;03/05/2023;GTEC;2024.06.03
37450/2020;1020.2020/0003053-9;20/07/2022;GTEC;2024.06.03
37450/2020;1020.2020/0003053-9;29/09/2022;GTEC;2024.06.03
37554/2021;1020.2020/0001418-5;05/12/2023;GTEC;2024.06.03
37554/2021;1020.2020/0001418-5;11/09/2023;GTEC;2024.06.03
37554/2021;1020.2020/0001418-5;11/10/2023;GTEC;2024.06.03
37915/2020;1020.2020/0002403-2;23/02/2022;GTEC;2024.06.03
37915/2020;1020.2020/0002403-2;29/06/2022;GTEC;2024.06.03
37949/2020;1020.2020/0001956-0;20/10/2021;GTEC;2024.06.03
37968/2020;1020.2020/0005293-1;03/08/2022;GTEC;2024.06.03
37968/2020;1020.2020/0005293-1;04/11/2021;GTEC;2024.06.03
37968/2020;1020.2020/0005293-1;09/03/2022;GTEC;2024.06.03
37982/2020;1020.2020/0001966-7;21/10/2021;GTEC;2024.06.03
37997/2020;1020.2020/0007286-0;26/06/2023;GTEC;2024.06.03
38016/2020;1020.2020/0002410-5;28/09/2022;GTEC;2024.06.03
38016/2020;1020.2020/0002410-5;30/03/2022;GTEC;2024.06.03
38094/2020;1020.2020/0005565-5;07/12/2021;GTEC;2024.06.03
38094/2020;1020.2020/0005565-5;17/03/2022;GTEC;2024.06.03
38134/2021;1020.2021/0013845-5;10/10/2023;GTEC;2024.06.03
38146/2020;1020.2020/0002630-2;22/06/2022;GTEC;2024.06.03
38146/2020;1020.2020/0002630-2;25/11/2022;GTEC;2024.06.03
38146/2020;1020.2020/0002630-2;27/09/2022;GTEC;2024.06.03
38214/2020;1020.2020/0006099-3;04/05/2023;GTEC;2024.06.03
38335/2020;1020.2020/0007455-2;28/06/2023;GTEC;2024.06.03
38359/2020;1020.2020/0006058-6;21/09/2022;GTEC;2024.06.03
38543/2020;1020.2020/0003396-1;13/10/2022;GTEC;2024.06.03
38689/2020;1020.2020/0006098-5;04/05/2023;GTEC;2024.06.03
38728/2020;1020.2020/0001986-1;08/11/2022;GTEC;2024.06.03
38728/2020;1020.2020/0001986-1;12/05/2022;GTEC;2024.06.03
38728/2020;1020.2020/0001986-1;24/11/2021;GTEC;2024.06.03
38744/2020;1020.2020/0002637-0;01/07/2022;GTEC;2024.06.03
38773/2022;1020.2020/0002575-6;10/08/2022;GTEC;2024.06.03
38971/2020;1020.2020/0007607-5;04/04/2024;GTEC;2024.06.03
38971/2020;1020.2020/0007607-5;20/12/2023;GTEC;2024.06.03
38973/2020;1020.2020/0005290-7;27/04/2023;GTEC;2024.06.03
38989/2020;1020.2020/0004171-9;19/01/2023;GTEC;2024.06.03
38998/2020;1020.2020/0001975-6;26/11/2021;GTEC;2024.06.03
38998/2020;1020.2020/0001975-6;29/10/2021;GTEC;2024.06.03
39552/2021;1020.2021/0014589-3;22/03/2023;GTEC;2024.06.03
3959/2020;1020.2020/0008454-0;13/03/2024;GTEC;2024.06.03
39898/2020;1020.2020/0003622-7;21/03/2024;GTEC;2024.06.03
39898/2020;1020.2020/0003622-7;23/05/2023;GTEC;2024.06.03
40017/2020;1020.2020/0006381-0;26/09/2023;GTEC;2024.06.03
40054/2020;1020.2020/0005564-7;12/01/2024;GTEC;2024.06.03
40054/2020;1020.2020/0005564-7;22/02/2024;GTEC;2024.06.03
4041/2020;1020.2020/0008456-6;21/03/2024;GTEC;2024.06.03
40598/2021;1020.2021/0012221-4;26/10/2023;GTEC;2024.06.03
40927/2020;1020.2020/0004167-0;09/01/2023;GTEC;2024.06.03
41322/2020;1020.2020/0006310-0;17/10/2023;GTEC;2024.06.03
41322/2020;1020.2020/0006310-0;25/05/2023;GTEC;2024.06.03
41375/2020;1020.2020/0003629-4;30/11/2022;GTEC;2024.06.03
41576/2021;1020.2020/0001891-1;23/02/2022;GTEC;2024.06.03
41576/2021;1020.2020/0001891-1;30/09/2021;GTEC;2024.06.03
41630/2020;1020.2020/0003628-6;28/11/2022;GTEC;2024.06.03
41709/2020;1020.2020/0003630-8;05/01/2023;GTEC;2024.06.03
4179/2022;1020.2022/0003700-6;21/05/2024;GTEC;2024.06.03
41878/2021;1020.2020/0000387-6;15/03/2023;GTEC;2024.06.03
41982/2020;1020.2020/0003183-7;19/09/2022;GTEC;2024.06.03
42067/2022;1020.2020/0002403-2;24/02/2023;GTEC;2024.06.03
42067/2022;1020.2020/0002403-2;26/09/2022;GTEC;2024.06.03
42086/2020;1020.2020/0005289-3;27/04/2023;GTEC;2024.06.03
42117/2020;1020.2020/0003056-3;10/10/2023;GTEC;2024.06.03
42117/2020;1020.2020/0003056-3;25/07/2022;GTEC;2024.06.03
42351/2021;1020.2020/0000675-1;07/10/2021;GTEC;2024.06.03
42351/2021;1020.2020/0000675-1;12/07/2022;GTEC;2024.06.03
42615/2020;1020.2020/0003055-5;21/07/2022;GTEC;2024.06.03
42757/2020;1020.2020/0003058-0;03/08/2022;GTEC;2024.06.03
42757/2020;1020.2020/0003058-0;05/05/2023;GTEC;2024.06.03
42897/2021;1020.2021/0013230-9;22/06/2023;GTEC;2024.06.03
42911/2020;1020.2020/0003057-1;03/08/2022;GTEC;2024.06.03
42911/2020;1020.2020/0003057-1;27/09/2023;GTEC;2024.06.03
43097/2020;1020.2020/0006313-5;26/05/2023;GTEC;2024.06.03
43127/2021;1020.2020/0000973-4;04/04/2022;GTEC;2024.06.03
43127/2021;1020.2020/0000973-4;14/07/2022;GTEC;2024.06.03
43127/2021;1020.2020/0000973-4;16/08/2022;GTEC;2024.06.03
43127/2021;1020.2020/0000973-4;20/01/2022;GTEC;2024.06.03
43428/2021;1020.2020/0015876-4;17/05/2022;GTEC;2024.06.03
43428/2021;1020.2020/0015876-4;17/10/2022;GTEC;2024.06.03
43428/2021;1020.2020/0015876-4;22/05/2023;GTEC;2024.06.03
43428/2021;1020.2020/0015876-4;29/06/2023;GTEC;2024.06.03
43453/2020;1020.2020/0007459-5;05/07/2023;GTEC;2024.06.03
43636/2020;1020.2020/0003185-3;04/06/2021;GTEC;2024.06.03
43636/2020;1020.2020/0003185-3;27/04/2021;GTEC;2024.06.03
43756/2020;1020.2020/0003399-6;31/10/2022;GTEC;2024.06.03
43796/2020;1020.2020/0003059-8;10/08/2022;GTEC;2024.06.03
43796/2020;1020.2020/0003059-8;27/02/2023;GTEC;2024.06.03
44209/2020;1020.2020/0007954-6;09/01/2024;GTEC;2024.06.03
44283/2020;1020.2020/0003393-7;03/10/2022;GTEC;2024.06.03
44330/2020;1020.2020/0003395-3;10/10/2022;GTEC;2024.06.03
44386/2020;1020.2020/0003189-6;12/04/2023;GTEC;2024.06.03
44386/2020;1020.2020/0003189-6;26/09/2022;GTEC;2024.06.03
44405/2021;1020.2021/0014116-2;08/09/2022;GTEC;2024.06.03
44405/2021;1020.2021/0014116-2;12/04/2022;GTEC;2024.06.03
44487/2020;1020.2020/0005594-9;30/03/2022;GTEC;2024.06.03
44603/2021;1020.2020/0011089-3;25/10/2021;GTEC;2024.06.03
44603/2021;1020.2020/0011089-3;29/11/2021;GTEC;2024.06.03
44616/2020;1020.2020/0003181-0;28/07/2022;GTEC;2024.06.03
44664/2020;1020.2020/0003188-8;23/09/2022;GTEC;2024.06.03
44678/2020;1020.2020/0006095-0;18/11/2021;GTEC;2024.06.03
44678/2020;1020.2020/0006095-0;22/10/2021;GTEC;2024.06.03
44999/2020;1020.2020/0005598-1;18/11/2021;GTEC;2024.06.03
45050/2020;1020.2020/0006096-9;03/05/2023;GTEC;2024.06.03
45094/2020;1020.2020/0008057-9;30/10/2023;GTEC;2024.06.03
45094/2020;1020.2020/0008057-9;31/08/2023;GTEC;2024.06.03
45111/2020;1020.2020/0006097-7;27/05/2022;GTEC;2024.06.03
45111/2020;1020.2020/0006097-7;29/03/2022;GTEC;2024.06.03
45225/2020;1020.2020/0006101-9;11/05/2023;GTEC;2024.06.03
45294/2020;1020.2020/0006100-0;11/05/2023;GTEC;2024.06.03
45306/2020;1020.2020/0006307-0;11/01/2024;GTEC;2024.06.03
45306/2020;1020.2020/0006307-0;22/05/2023;GTEC;2024.06.03
45430/2020;1020.2020/0005603-1;21/05/2024;GTEC;2024.06.03
45439/2020;1020.2020/0008455-8;14/03/2024;GTEC;2024.06.03
4549/2020;1020.2020/0002631-0;14/03/2023;GTEC;2024.06.03
4549/2020;1020.2020/0002631-0;19/09/2022;GTEC;2024.06.03
4549/2020;1020.2020/0002631-0;23/06/2022;GTEC;2024.06.03
45936/2020;1020.2020/0004515-3;19/04/2023;GTEC;2024.06.03
46458/2020;1020.2020/0007464-1;12/07/2023;GTEC;2024.06.03
46624/2021;1020.2020/0001534-3;20/10/2021;GTEC;2024.06.03
46633/2020;1020.2020/0006312-7;08/04/2024;GTEC;2024.06.03
46633/2020;1020.2020/0006312-7;26/05/2023;GTEC;2024.06.03
46795/2020;1020.2020/0004514-5;19/04/2023;GTEC;2024.06.03
46814/2020;1020.2020/0007280-0;19/06/2023;GTEC;2024.06.03
46927/2020;1020.2020/0007282-7;22/06/2023;GTEC;2024.06.03
46940/2020;1020.2020/0006308-9;22/05/2023;GTEC;2024.06.03
46940/2020;1020.2020/0006308-9;28/06/2023;GTEC;2024.06.03
47112/2020;1020.2020/0006311-9;25/05/2023;GTEC;2024.06.03
47125/2020;1020.2020/0004516-1;24/04/2023;GTEC;2024.06.03
47429/2020;1020.2020/0004176-0;24/02/2023;GTEC;2024.06.03
47524/2023;1020.2021/0012938-3;29/11/2023;GTEC;2024.06.03
4756/2020;1020.2020/0001561-0;29/04/2021;GTEC;2024.06.03
47767/2020;1020.2020/0007606-7;15/12/2023;GTEC;2024.06.03
47841/2023;1020.2020/0003620-0;29/11/2023;GTEC;2024.06.03
47886/2020;1020.2020/0006991-5;01/06/2023;GTEC;2024.06.03
47890/2020;1020.2020/0007460-9;25/05/2023;GTEC;2024.06.03
47902/2020;1020.2020/0006102-7;17/05/2023;GTEC;2024.06.03
47922/2020;1020.2020/0007458-7;29/06/2023;GTEC;2024.06.03
47979/2020;1020.2020/0004691-5;17/09/2021;GTEC;2024.06.03
47979/2020;1020.2020/0004691-5;25/10/2021;GTEC;2024.06.03
47979/2020;1020.2020/0004691-5;30/08/2021;GTEC;2024.06.03
48207/2020;1020.2020/0004366-5;14/04/2023;GTEC;2024.06.03
48269/2020;1020.2020/0007281-9;21/06/2023;GTEC;2024.06.03
48303/2020;1020.2020/0008353-5;20/07/2022;GTEC;2024.06.03
48376/2020;1020.2020/0007279-7;16/06/2023;GTEC;2024.06.03
48534/2020;1020.2020/0007278-9;03/04/2024;GTEC;2024.06.03
48534/2020;1020.2020/0007278-9;15/06/2023;GTEC;2024.06.03
48616/2020;1020.2020/0004169-7;12/01/2023;GTEC;2024.06.03
48616/2020;1020.2020/0004169-7;20/12/2023;GTEC;2024.06.03
48616/2020;1020.2020/0004169-7;28/06/2023;GTEC;2024.06.03
48692/2020;1020.2020/0004175-1;23/02/2023;GTEC;2024.06.03
48728/2020;1020.2020/0004174-3;16/02/2023;GTEC;2024.06.03
48896/2020;1020.2020/0006990-7;31/05/2023;GTEC;2024.06.03
48902/2022;1020.2020/0002581-0;10/05/2023;GTEC;2024.06.03
48902/2022;1020.2020/0002581-0;26/09/2023;GTEC;2024.06.03
48952/2020;1020.2020/0004362-2;20/03/2023;GTEC;2024.06.03
48952/2020;1020.2020/0004362-2;29/08/2023;GTEC;2024.06.03
49015/2020;1020.2020/0007462-5;07/07/2023;GTEC;2024.06.03
49133/2020;1020.2020/0004697-4;13/07/2022;GTEC;2024.06.03
49133/2020;1020.2020/0004697-4;29/03/2022;GTEC;2024.06.03
49231/2020;1020.2020/0004367-3;17/04/2023;GTEC;2024.06.03
49442/2020;1020.2020/0004363-0;05/04/2023;GTEC;2024.06.03
49447/2020;1020.2020/0004359-2;27/02/2023;GTEC;2024.06.03
49463/2020;1020.2020/0004360-6;06/03/2023;GTEC;2024.06.03
49463/2020;1020.2020/0004360-6;19/06/2023;GTEC;2024.06.03
49537/2020;1020.2020/0004695-8;18/03/2024;GTEC;2024.06.03
50007/2021;1020.2021/0015707-7;09/08/2022;GTEC;2024.06.03
5045/2022;1020.2022/0001755-2;09/04/2024;GTEC;2024.06.03
50804/2020;1020.2020/0008061-7;01/03/2024;GTEC;2024.06.03
5097/2022;1020.2020/0001652-8;24/05/2022;GTEC;2024.06.03
50994/2021;1020.2021/0016448-0;11/10/2022;GTEC;2024.06.03
50994/2021;1020.2021/0016448-0;20/09/2022;GTEC;2024.06.03
51323/2020;1020.2020/0009053-1;05/04/2024;GTEC;2024.06.03
51364/2021;1020.2021/0016030-2;22/03/2022;GTEC;2024.06.03
51575/2020;1020.2020/0006995-8;02/06/2023;GTEC;2024.06.03
51616/2020;1020.2020/0006993-1;18/04/2023;GTEC;2024.06.03
51882/2020;1020.2020/0009055-8;23/04/2024;GTEC;2024.06.03
51882/2020;1020.2020/0009055-8;29/04/2024;GTEC;2024.06.03
52167/2020;1020.2020/0007762-4;04/01/2024;GTEC;2024.06.03
52318/2021;1020.2020/0001233-6;20/01/2022;GTEC;2024.06.03
5245/2022;1020.2020/0001314-6;31/03/2022;GTEC;2024.06.03
5247/2022;1020.2020/0001312-0;24/03/2022;GTEC;2024.06.03
52644/2020;1020.2020/0006997-4;05/06/2023;GTEC;2024.06.03
52695/2022;1020.2020/0003188-8;19/05/2023;GTEC;2024.06.03
5281/2024;1020.2021/0013845-5;27/02/2024;GTEC;2024.06.03
52826/2020;1020.2020/0009056-6;17/04/2024;GTEC;2024.06.03
53211/2020;1020.2020/0009060-4;29/04/2024;GTEC;2024.06.03
53329/2020;1020.2020/0005804-2;31/03/2022;GTEC;2024.06.03
53709/2020;1020.2020/0006146-9;23/05/2023;GTEC;2024.06.03
53976/2022;1020.2021/0004610-0;03/04/2024;GTEC;2024.06.03
54011/2022;1020.2020/0002595-0;01/12/2022;GTEC;2024.06.03
54011/2022;1020.2020/0002595-0;03/03/2023;GTEC;2024.06.03
54366/2021;1020.2021/0017823-6;12/03/2024;GTEC;2024.06.03
54412/2021;1020.2021/0017686-1;16/09/2022;GTEC;2024.06.03
54505/2020;1020.2020/0007000-0;04/04/2024;GTEC;2024.06.03
54505/2020;1020.2020/0007000-0;05/03/2024;GTEC;2024.06.03
54505/2020;1020.2020/0007000-0;07/06/2023;GTEC;2024.06.03
54510/2020;1020.2020/0006999-0;05/06/2023;GTEC;2024.06.03
54708/2020;1020.2020/0008060-9;22/02/2024;GTEC;2024.06.03
54961/2020;1020.2021/0004571-6;14/03/2023;GTEC;2024.06.03
54997/2020;1020.2020/0006868-4;13/10/2022;GTEC;2024.06.03
54997/2020;1020.2020/0006868-4;22/09/2022;GTEC;2024.06.03
55489/2020;1020.2020/0009057-4;25/04/2024;GTEC;2024.06.03
55940/2020;1020.2020/0008452-3;12/03/2024;GTEC;2024.06.03
56181/2022;1020.2021/0010815-7;20/12/2022;GTEC;2024.06.03
56522/2020;1020.2020/0009051-5;27/03/2024;GTEC;2024.06.03
56661/2020;1020.2020/0009054-0;10/04/2024;GTEC;2024.06.03
57450/2020;1020.2020/0007957-0;12/01/2024;GTEC;2024.06.03
57818/2020;1020.2020/0007599-0;13/07/2023;GTEC;2024.06.03
58089/2021;1020.2021/0019397-9;13/01/2022;GTEC;2024.06.03
5824/2024;1020.2024/0004656-4;22/05/2024;GTEC;2024.06.03
58240/2020;1020.2020/0007955-4;11/01/2024;GTEC;2024.06.03
58345/2020;1020.2020/0007276-2;14/06/2023;GTEC;2024.06.03
58482/2020;1020.2020/0007604-0;08/12/2023;GTEC;2024.06.03
58650/2020;1020.2020/0007963-5;15/01/2024;GTEC;2024.06.03
58699/2020;1020.2020/0007605-9;13/12/2023;GTEC;2024.06.03
58834/2020;1020.2020/0008453-1;13/03/2024;GTEC;2024.06.03
58839/2020;1020.2020/0015008-9;25/04/2023;GTEC;2024.06.03
58927/2020;1020.2020/0008450-7;08/03/2024;GTEC;2024.06.03
59130/2020;1020.2020/0012661-7;25/03/2024;GTEC;2024.06.03
59181/2020;1020.2020/0012181-0;26/02/2024;GTEC;2024.06.03
59312/2020;1020.2020/0008043-9;17/01/2024;GTEC;2024.06.03
60193/2020;1020.2020/0008063-3;07/03/2024;GTEC;2024.06.03
60279/2020;1020.2020/0008451-5;08/03/2024;GTEC;2024.06.03
60327/2021;1020.2020/0000565-8;10/05/2022;GTEC;2024.06.03
60336/2020;1020.2020/0008059-5;21/02/2024;GTEC;2024.06.03
6036/2022;1020.2021/0002666-5;24/03/2022;GTEC;2024.06.03
60981/2020;1020.2020/0008403-5;03/04/2024;GTEC;2024.06.03
60981/2020;1020.2020/0008403-5;21/05/2024;GTEC;2024.06.03
61447/2020;1020.2020/0011901-7;13/04/2022;GTEC;2024.06.03
61447/2020;1020.2020/0011901-7;28/09/2022;GTEC;2024.06.03
62348/2020;1020.2020/0008457-4;22/03/2024;GTEC;2024.06.03
62503/2020;1020.2020/0008458-2;26/03/2024;GTEC;2024.06.03
62507/2020;1020.2020/0009154-6;24/05/2024;GTEC;2024.06.03
6286/2024;1020.2020/0004517-0;04/04/2024;GTEC;2024.06.03
6286/2024;1020.2020/0004517-0;22/05/2024;GTEC;2024.06.03
63949/2020;1020.2020/0009153-8;22/05/2024;GTEC;2024.06.03
64845/2020;1020.2020/0011090-7;14/09/2023;GTEC;2024.06.03
65634/2020;1020.2020/0011084-2;12/05/2023;GTEC;2024.06.03
65634/2020;1020.2020/0011084-2;29/03/2023;GTEC;2024.06.03
66226/2020;1020.2020/0011580-1;08/05/2024;GTEC;2024.06.03
7007/2020;1020.2020/0007297-5;24/09/2021;GTEC;2024.06.03
7007/2020;1020.2020/0007297-5;27/04/2022;GTEC;2024.06.03
7009/2020;1020.2020/0002405-9;17/03/2022;GTEC;2024.06.03
7013/2022;1020.2020/0001622-6;07/04/2022;GTEC;2024.06.03
71126/2020;1020.2020/0012488-6;02/03/2023;GTEC;2024.06.03
71333/2020;1020.2020/0012656-0;14/07/2022;GTEC;2024.06.03
71333/2020;1020.2020/0012656-0;16/03/2022;GTEC;2024.06.03
7277/2024;1020.2020/0007280-0;04/04/2024;GTEC;2024.06.03
7277/2024;1020.2020/0007280-0;08/05/2024;GTEC;2024.06.03
72900/2020;1020.2020/0013607-8;08/05/2024;GTEC;2024.06.03
74520/2020;1020.2020/0012935-7;07/03/2024;GTEC;2024.06.03
751/2020;1020.2020/0000975-0;21/01/2021;GTEC;2024.06.03
78635/2020;1020.2020/0014456-9;24/04/2023;GTEC;2024.06.03
7911/2021;1020.2021/0001780-1;12/01/2022;GTEC;2024.06.03
79766/2020;1020.2020/0015013-5;15/05/2024;GTEC;2024.06.03
8059/2020;1020.2020/0001164-0;09/04/2021;GTEC;2024.06.03
81976/2020;1020.2020/0015876-4;07/06/2021;GTEC;2024.06.03
82711/2020;1020.2020/0015380-0;24/10/2023;GTEC;2024.06.03
8315/2022;1020.2021/0000916-7;28/03/2022;GTEC;2024.06.03
83756/2020;1020.2020/0015680-0;13/04/2021;GTEC;2024.06.03
85324/2020;1020.2020/0015875-6;29/03/2022;GTEC;2024.06.03
85867/2020;1020.2020/0015903-5;10/06/2022;GTEC;2024.06.03
86924/2020;1020.2021/0000242-1;06/07/2021;GTEC;2024.06.03
86924/2020;1020.2021/0000242-1;24/08/2021;GTEC;2024.06.03
8915/2022;1020.2022/0002515-6;26/10/2023;GTEC;2024.06.03
9193/2020;1020.2020/0001560-2;26/04/2021;GTEC;2024.06.03
9294/2024;1020.2020/0004170-0;26/04/2024;GTEC;2024.06.03
9294/2024;1020.2020/0004170-0;27/03/2024;GTEC;2024.06.03
9446/2024;1020.2020/0000730-8;08/05/2024;GTEC;2024.06.03
9446/2024;1020.2020/0000730-8;26/03/2024;GTEC;2024.06.03
9491/2020;1020.2020/0003394-5;05/10/2022;GTEC;2024.06.03
9491/2020;1020.2020/0003394-5;09/11/2022;GTEC;2024.06.03
9491/2020;1020.2020/0003394-5;20/01/2023;GTEC;2024.06.03
9491/2020;1020.2020/0003394-5;30/03/2023;GTEC;2024.06.03
9629/2020;1020.2020/0001165-8;12/04/2021;GTEC;2024.06.03
9701/2020;1020.2020/0002629-9;15/06/2022;GTEC;2024.06.03
9726/2024;1020.2020/0008043-9;17/04/2024;GTEC;2024.06.03
10074/2020;1020.2020/0001318-9;26/01/2022;GTEC;2024.06.03
11296/2020;1020.2020/0004964-7;02/08/2021;GTEC;2024.06.03
11296/2020;1020.2020/0004964-7;11/01/2021;GTEC;2024.06.03
11393/2022;1020.2022/0003655-7;24/08/2023;GTEC;2024.06.03
11828/2022;1020.2022/0004036-8;08/05/2023;GTEC;2024.06.03
12300/2021;1020.2021/0003373-4;26/09/2022;GTEC;2024.06.03
1278/2020;6068.2020/0000001-5;03/08/2021;GTEC;2024.06.03
13079/2020;1020.2020/0008487-6;27/05/2024;GTEC;2024.06.03
13895/2023;1020.2021/0005272-0;13/06/2023;GTEC;2024.06.03
14293/2021;1020.2021/0005290-9;23/11/2023;GTEC;2024.06.03
14372/2021;1020.2021/0005692-0;22/11/2023;GTEC;2024.06.03
14506/2021;1020.2021/0005693-9;05/01/2024;GTEC;2024.06.03
14506/2021;1020.2021/0005693-9;09/10/2023;GTEC;2024.06.03
14765/2022;1020.2020/0008464-7;10/01/2023;GTEC;2024.06.03
14765/2022;1020.2020/0008464-7;14/10/2022;GTEC;2024.06.03
14765/2022;1020.2020/0008464-7;22/08/2022;GTEC;2024.06.03
1491/2022;1020.2020/0007614-8;15/09/2022;GTEC;2024.06.03
15134/2022;1020.2022/0004274-3;15/06/2022;GTEC;2024.06.03
15392/2020;1020.2020/0000384-1;26/01/2021;GTEC;2024.06.03
15564/2021;1020.2021/0003848-5;23/01/2024;GTEC;2024.06.03
15756/2020;1020.2020/0002037-1;17/11/2022;GTEC;2024.06.03
15769/2020;1020.2020/0000681-6;26/07/2021;GTEC;2024.06.03
1599/2023;1020.2020/0001281-6;01/02/2023;GTEC;2024.06.03
1599/2023;1020.2020/0001281-6;31/03/2023;GTEC;2024.06.03
16315/2020;1020.2020/0003538-7;27/08/2021;GTEC;2024.06.03
16358/2021;1020.2021/0004328-4;04/09/2023;GTEC;2024.06.03
16428/2021;1020.2021/0004329-2;13/09/2023;GTEC;2024.06.03
16578/2023;1020.2021/0015132-0;23/06/2023;GTEC;2024.06.03
1696/2021;1020.2021/0000677-0;11/02/2022;GTEC;2024.06.03
1696/2021;1020.2021/0000677-0;17/12/2021;GTEC;2024.06.03
17178/2023;1020.2020/0014016-4;12/06/2023;GTEC;2024.06.03
17331/2020;1020.2020/0005613-9;09/04/2024;GTEC;2024.06.03
17620/2020;1020.2020/0000345-0;18/11/2021;GTEC;2024.06.03
17654/2020;1020.2020/0000328-0;19/07/2021;GTEC;2024.06.03
17881/2023;1020.2020/0012958-6;16/11/2023;GTEC;2024.06.03
17881/2023;1020.2020/0012958-6;23/05/2023;GTEC;2024.06.03
17881/2023;1020.2020/0012958-6;31/05/2023;GTEC;2024.06.03
18066/2020;1020.2020/0000336-1;30/08/2021;GTEC;2024.06.03
18185/2020;1020.2020/0000331-0;02/01/2023;GTEC;2024.06.03
18285/2023;1020.2020/0014446-1;14/07/2023;GTEC;2024.06.03
18486/2021;1020.2021/0006760-4;26/07/2021;GTEC;2024.06.03
18872/2020;1020.2020/0005621-0;02/09/2021;GTEC;2024.06.03
18936/2020;1020.2020/0000342-6;30/03/2022;GTEC;2024.06.03
19107/2020;1020.2020/0001246-8;05/04/2022;GTEC;2024.06.03
19139/2023;1020.2020/0001323-5;26/06/2023;GTEC;2024.06.03
19281/2020;1020.2020/0000338-8;22/11/2021;GTEC;2024.06.03
19385/2020;1020.2020/0000341-8;17/03/2022;GTEC;2024.06.03
19462/2022;1020.2022/0006588-3;13/03/2024;GTEC;2024.06.03
19462/2022;1020.2022/0006588-3;17/01/2024;GTEC;2024.06.03
19462/2022;1020.2022/0006588-3;25/03/2024;GTEC;2024.06.03
19589/2021;1020.2021/0004297-0;30/09/2021;GTEC;2024.06.03
19744/2020;1020.2020/0001628-5;04/10/2021;GTEC;2024.06.03
19746/2021;1020.2021/0004506-6;08/07/2022;GTEC;2024.06.03
19746/2021;1020.2021/0004506-6;21/03/2022;GTEC;2024.06.03
20258/2020;1020.2020/0003722-3;09/08/2021;GTEC;2024.06.03
20325/2021;1020.2021/0004885-5;22/02/2023;GTEC;2024.06.03
20328/2021;1020.2021/0004427-2;12/11/2021;GTEC;2024.06.03
21318/2020;1020.2020/0001933-0;23/02/2024;GTEC;2024.06.03
21374/2020;1020.2020/0001934-9;03/10/2022;GTEC;2024.06.03
21374/2020;1020.2020/0001934-9;19/09/2022;GTEC;2024.06.03
21476/2020;1020.2020/0007290-8;15/10/2021;GTEC;2024.06.03
21476/2020;1020.2020/0007290-8;30/04/2021;GTEC;2024.06.03
2150/2020;1020.2020/0001241-7;13/01/2022;GTEC;2024.06.03
2150/2020;1020.2020/0001241-7;22/03/2022;GTEC;2024.06.03
2157/2020;1020.2020/0001745-1;07/04/2022;GTEC;2024.06.03
21577/2021;1020.2021/0005272-0;24/02/2023;GTEC;2024.06.03
21954/2022;1020.2020/0000345-0;08/06/2022;GTEC;2024.06.03
21971/2020;1020.2020/0001892-0;16/01/2023;GTEC;2024.06.03
21971/2020;1020.2020/0001892-0;24/01/2023;GTEC;2024.06.03
21971/2020;1020.2020/0001892-0;28/11/2022;GTEC;2024.06.03
22038/2022;1020.2020/0003226-4;05/10/2022;GTEC;2024.06.03
22061/2021;1020.2021/0005069-8;13/10/2022;GTEC;2024.06.03
22061/2021;1020.2021/0005069-8;18/03/2022;GTEC;2024.06.03
22293/2022;1020.2022/0007337-1;13/05/2024;GTEC;2024.06.03
22385/2020;1020.2020/0001911-0;23/03/2023;GTEC;2024.06.03
22394/2020;1020.2020/0001903-9;08/03/2022;GTEC;2024.06.03
22394/2020;1020.2020/0001903-9;12/11/2021;GTEC;2024.06.03
22406/2020;1020.2020/0000571-2;17/02/2021;GTEC;2024.06.03
22467/2021;1020.2021/0006621-7;21/09/2021;GTEC;2024.06.03
22494/2022;1020.2020/0005621-0;29/08/2022;GTEC;2024.06.03
