processo;despacho;contagem_dom;contagem_dispatched
1020.2022/0017098-9;deferido;1;correto
1020.2022/0016935-2;deferido;1;correto
1020.2022/0017099-7;deferido;1;correto
1020.2022/0016933-6;deferido;1;correto
1020.2022/0017100-4;deferido;1;correto
1020.2022/0017101-2;deferido;1;correto
1020.2022/0016931-0;deferido;1;correto
1020.2022/0016930-1;deferido;1;correto
1020.2022/0017102-0;deferido;1;correto
1020.2022/0017103-9;deferido;1;correto
1020.2022/0017089-0;deferido;1;correto
1020.2022/0017088-1;deferido;1;correto
1020.2022/0017073-3;deferido;1;correto
1020.2022/0016944-1;deferido;1;correto
1020.2022/0017074-1;deferido;1;correto
1020.2022/0016960-3;deferido;1;correto
1020.2022/0017075-0;deferido;1;correto
1020.2022/0017076-8;deferido;1;correto
1020.2022/0016959-0;deferido;1;correto
1020.2022/0017077-6;deferido;1;correto
1020.2022/0017078-4;deferido;1;correto
1020.2022/0017079-2;deferido;1;correto
1020.2022/0017080-6;deferido;1;correto
1020.2022/0017081-4;deferido;1;correto
1020.2022/0016950-6;deferido;1;correto
1020.2022/0017082-2;deferido;1;correto
1020.2022/0017083-0;deferido;1;correto
1020.2022/0017084-9;deferido;1;correto
1020.2022/0017085-7;deferido;1;correto
1020.2022/0016947-6;deferido;1;correto
1020.2022/0016946-8;deferido;1;correto
1020.2022/0017086-5;deferido;1;correto
1020.2022/0017087-3;deferido;1;correto
1020.2022/0016945-0;deferido;1;correto
1020.2022/0017187-0;deferido;1;correto
1020.2022/0017188-8;deferido;1;correto
1020.2022/0017189-6;deferido;1;correto
1020.2022/0017298-1;deferido;1;correto
1020.2022/0017286-8;deferido;1;correto
1020.2022/0017287-6;deferido;1;correto
1020.2022/0017288-4;deferido;1;correto
1020.2022/0017289-2;deferido;1;correto
1020.2022/0017290-6;deferido;1;correto
1020.2022/0017291-4;deferido;1;correto
1020.2022/0016808-9;deferido;1;correto
1020.2022/0017292-2;deferido;1;correto
1020.2022/0017293-0;deferido;1;correto
1020.2022/0016807-0;deferido;1;correto
1020.2022/0016806-2;deferido;1;correto
1020.2022/0017190-0;deferido;1;correto
1020.2022/0017299-0;deferido;1;correto
1020.2022/0017304-0;deferido;1;correto
1020.2022/0017356-2;deferido;1;correto
1020.2022/0016805-4;deferido;1;correto
1020.2022/0017357-0;deferido;1;correto
1020.2022/0017358-9;deferido;1;correto
1020.2022/0017359-7;deferido;1;correto
1020.2022/0017360-0;deferido;1;correto
1020.2022/0017361-9;deferido;1;correto
1020.2022/0017362-7;deferido;1;correto
1020.2022/0016809-7;deferido;1;correto
1020.2022/0017285-0;deferido;1;correto
1020.2022/0017284-1;deferido;1;correto
1020.2022/0016811-9;deferido;1;correto
1020.2022/0017269-8;deferido;1;correto
1020.2022/0017270-1;deferido;1;correto
1020.2022/0017271-0;deferido;1;correto
1020.2022/0017272-8;deferido;1;correto
1020.2022/0016826-7;deferido;1;correto
1020.2022/0017273-6;deferido;1;correto
1020.2022/0017274-4;deferido;1;correto
1020.2022/0017275-2;deferido;1;correto
1020.2022/0017276-0;deferido;1;correto
1020.2022/0017277-9;deferido;1;correto
1020.2022/0017278-7;deferido;1;correto
1020.2022/0017279-5;deferido;1;correto
1020.2022/0016820-8;deferido;1;correto
1020.2022/0017280-9;deferido;1;correto
1020.2022/0016819-4;deferido;1;correto
1020.2022/0016815-1;deferido;1;correto
1020.2022/0017281-7;deferido;1;correto
1020.2022/0017282-5;deferido;1;correto
1020.2022/0017283-3;deferido;1;correto
1020.2022/0016812-7;deferido;1;correto
1020.2022/0017363-5;deferido;1;correto
1020.2022/0017364-3;deferido;1;correto
1020.2022/0016804-6;deferido;1;correto
1020.2022/0017382-1;deferido;1;correto
1020.2022/0017384-8;deferido;1;correto
1020.2022/0017385-6;deferido;1;correto
1020.2022/0017386-4;deferido;1;correto
1020.2022/0016743-0;deferido;1;correto
1020.2022/0017387-2;deferido;1;correto
1020.2022/0017394-5;deferido;1;correto
1020.2022/0016742-2;deferido;1;correto
1020.2022/0016739-2;deferido;1;correto
1020.2022/0017396-1;deferido;1;correto
1020.2022/0017399-6;deferido;1;correto
1020.2022/0017406-2;deferido;1;correto
1020.2022/0017407-0;deferido;1;correto
1020.2022/0017408-9;deferido;1;correto
1020.2022/0016729-5;deferido;1;correto
1020.2022/0016727-9;deferido;1;correto
1020.2022/0017383-0;deferido;1;correto
1020.2022/0016748-1;deferido;1;correto
1020.2022/0016803-8;deferido;1;correto
1020.2022/0016750-3;deferido;1;correto
1020.2022/0016802-0;deferido;1;correto
1020.2022/0016801-1;deferido;1;correto
1020.2022/0017365-1;deferido;1;correto
1020.2022/0016800-3;deferido;1;correto
1020.2022/0017366-0;deferido;1;correto
1020.2022/0016799-6;deferido;1;correto
1020.2022/0017367-8;deferido;1;correto
1020.2022/0017368-6;deferido;1;correto
1020.2022/0016798-8;deferido;1;correto
1020.2022/0017369-4;deferido;1;correto
1020.2022/0017370-8;deferido;1;correto
1020.2022/0017371-6;deferido;1;correto
1020.2022/0017374-0;deferido;1;correto
1020.2022/0016796-1;deferido;1;correto
1020.2022/0017375-9;deferido;1;correto
1020.2022/0016795-3;deferido;1;correto
1020.2022/0017377-5;deferido;1;correto
1020.2022/0017381-3;deferido;1;correto
1020.2022/0016794-5;deferido;1;correto
1020.2022/0016827-5;deferido;1;correto
1020.2022/0016828-3;deferido;1;correto
1020.2022/0017268-0;deferido;1;correto
1020.2022/0017205-1;deferido;1;correto
1020.2022/0017207-8;deferido;1;correto
1020.2022/0016867-4;deferido;1;correto
1020.2022/0017208-6;deferido;1;correto
1020.2022/0017209-4;deferido;1;correto
1020.2022/0017210-8;deferido;1;correto
1020.2022/0017211-6;deferido;1;correto
1020.2022/0017212-4;deferido;1;correto
1020.2022/0017213-2;deferido;1;correto
1020.2022/0017214-0;deferido;1;correto
1020.2022/0017215-9;deferido;1;correto
1020.2022/0017216-7;deferido;1;correto
1020.2022/0017217-5;deferido;1;correto
1020.2022/0017218-3;deferido;1;correto
1020.2022/0017219-1;deferido;1;correto
1020.2022/0017220-5;deferido;1;correto
1020.2022/0016865-8;deferido;1;correto
1020.2022/0017221-3;deferido;1;correto
1020.2022/0017222-1;deferido;1;correto
1020.2022/0017223-0;deferido;1;correto
1020.2022/0017224-8;deferido;1;correto
1020.2022/0017225-6;deferido;1;correto
1020.2022/0017226-4;deferido;1;correto
1020.2022/0017206-0;deferido;1;correto
1020.2022/0017204-3;deferido;1;correto
1020.2022/0017227-2;deferido;1;correto
1020.2022/0017203-5;deferido;1;correto
1020.2022/0016883-6;deferido;1;correto
1020.2022/0017191-8;deferido;1;correto
1020.2022/0017192-6;deferido;1;correto
1020.2022/0017193-4;deferido;1;correto
1020.2022/0017194-2;deferido;1;correto
1020.2022/0016882-8;deferido;1;correto
1020.2022/0017196-9;deferido;1;correto
1020.2022/0016881-0;deferido;1;correto
1020.2022/0016880-1;deferido;1;correto
1020.2022/0016877-1;deferido;1;correto
1020.2022/0017197-7;deferido;1;correto
1020.2022/0016873-9;deferido;1;correto
1020.2022/0017198-5;deferido;1;correto
1020.2022/0017199-3;deferido;1;correto
1020.2022/0017200-0;deferido;1;correto
1020.2022/0016869-0;deferido;1;correto
1020.2022/0017201-9;deferido;1;correto
1020.2022/0017202-7;deferido;1;correto
1020.2022/0016862-3;deferido;1;correto
1020.2022/0017228-0;deferido;1;correto
1020.2022/0016829-1;deferido;1;correto
1020.2022/0017247-7;deferido;1;correto
1020.2022/0017249-3;deferido;1;correto
1020.2022/0017250-7;deferido;1;correto
1020.2022/0017251-5;deferido;1;correto
1020.2022/0016839-9;deferido;1;correto
1020.2022/0017252-3;deferido;1;correto
1020.2022/0016837-2;deferido;1;correto
1020.2022/0017253-1;deferido;1;correto
1020.2022/0017254-0;deferido;1;correto
1020.2022/0016835-6;deferido;1;correto
1020.2022/0017255-8;deferido;1;correto
1020.2022/0017256-6;deferido;1;correto
1020.2022/0016830-5;deferido;1;correto
1020.2022/0017257-4;deferido;1;correto
1020.2022/0017258-2;deferido;1;correto
1020.2022/0017259-0;deferido;1;correto
1020.2022/0017260-4;deferido;1;correto
1020.2022/0017261-2;deferido;1;correto
1020.2022/0017262-0;deferido;1;correto
1020.2022/0017263-9;deferido;1;correto
1020.2022/0017264-7;deferido;1;correto
1020.2022/0017265-5;deferido;1;correto
1020.2022/0017266-3;deferido;1;correto
1020.2022/0017267-1;deferido;1;correto
1020.2022/0017248-5;deferido;1;correto
1020.2022/0017246-9;deferido;1;correto
1020.2022/0017229-9;deferido;1;correto
1020.2022/0017245-0;deferido;1;correto
1020.2022/0017230-2;deferido;1;correto
1020.2022/0016861-5;deferido;1;correto
1020.2022/0017231-0;deferido;1;correto
1020.2022/0017232-9;deferido;1;correto
1020.2022/0017233-7;deferido;1;correto
1020.2022/0017234-5;deferido;1;correto
1020.2022/0017235-3;deferido;1;correto
1020.2022/0017236-1;deferido;1;correto
1020.2022/0017237-0;deferido;1;correto
1020.2022/0017238-8;deferido;1;correto
1020.2022/0017239-6;deferido;1;correto
1020.2022/0016855-0;deferido;1;correto
1020.2022/0017240-0;deferido;1;correto
1020.2022/0016850-0;deferido;1;correto
1020.2022/0017242-6;deferido;1;correto
1020.2022/0016849-6;deferido;1;correto
1020.2022/0017243-4;deferido;1;correto
1020.2022/0016845-3;deferido;1;correto
1020.2022/0017244-2;deferido;1;correto
1020.2022/0016797-0;deferido;1;correto
1020.2022/0018195-6;deferido;1;correto
1020.2022/0017943-9;deferido;1;correto
1020.2022/0019118-8;deferido;1;correto
1020.2022/0019212-5;deferido;1;correto
1020.2022/0019213-3;deferido;1;correto
1020.2022/0019215-0;deferido;1;correto
1020.2022/0019216-8;deferido;1;correto
1020.2022/0019217-6;deferido;1;correto
1020.2022/0019218-4;deferido;1;correto
1020.2022/0019219-2;deferido;1;correto
1020.2022/0019221-4;deferido;1;correto
1020.2022/0019222-2;deferido;1;correto
1020.2022/0019223-0;deferido;1;correto
1020.2022/0019224-9;deferido;1;correto
1020.2022/0019225-7;deferido;1;correto
1020.2022/0019226-5;deferido;1;correto
1020.2022/0019227-3;deferido;1;correto
1020.2022/0019228-1;deferido;1;correto
1020.2022/0019229-0;deferido;1;correto
1020.2022/0019230-3;deferido;1;correto
1020.2022/0019231-1;deferido;1;correto
1020.2022/0019232-0;deferido;1;correto
1020.2022/0019233-8;deferido;1;correto
1020.2022/0019234-6;deferido;1;correto
1020.2022/0019235-4;deferido;1;correto
1020.2022/0019236-2;deferido;1;correto
1020.2022/0019237-0;deferido;1;correto
1020.2022/0019205-2;deferido;1;correto
1020.2022/0019204-4;deferido;1;correto
1020.2022/0019203-6;deferido;1;correto
1020.2022/0019183-8;deferido;1;correto
1020.2022/0019120-0;deferido;1;correto
1020.2022/0019121-8;deferido;1;correto
1020.2022/0019127-7;deferido;1;correto
1020.2022/0019132-3;deferido;1;correto
1020.2022/0019178-1;deferido;1;correto
1020.2022/0019179-0;deferido;1;correto
1020.2022/0019181-1;deferido;1;correto
1020.2022/0019182-0;deferido;1;correto
1020.2022/0019184-6;deferido;1;correto
1020.2022/0019202-8;deferido;1;correto
1020.2022/0019185-4;deferido;1;correto
1020.2022/0019186-2;deferido;1;correto
1020.2022/0019188-9;deferido;1;correto
1020.2022/0019189-7;deferido;1;correto
1020.2022/0019190-0;deferido;1;correto
1020.2022/0019192-7;deferido;1;correto
1020.2022/0019195-1;deferido;1;correto
1020.2022/0019196-0;deferido;1;correto
1020.2022/0019198-6;deferido;1;correto
1020.2022/0019200-1;deferido;1;correto
1020.2022/0019238-9;deferido;1;correto
1020.2022/0019239-7;deferido;1;correto
1020.2022/0019240-0;deferido;1;correto
1020.2022/0019355-5;deferido;1;correto
1020.2022/0019338-5;deferido;1;correto
1020.2022/0019339-3;deferido;1;correto
1020.2022/0019340-7;deferido;1;correto
1020.2022/0019341-5;deferido;1;correto
1020.2022/0019342-3;deferido;1;correto
1020.2022/0019343-1;deferido;1;correto
1020.2022/0019345-8;deferido;1;correto
1020.2022/0019349-0;deferido;1;correto
1020.2022/0019350-4;deferido;1;correto
1020.2022/0019351-2;deferido;1;correto
1020.2022/0019353-9;deferido;1;correto
1020.2022/0019358-0;deferido;1;correto
1020.2022/0019336-9;deferido;1;correto
1020.2022/0019394-6;deferido;1;correto
1020.2022/0019397-0;deferido;1;correto
1020.2022/0019401-2;deferido;1;correto
1020.2022/0019402-0;deferido;1;correto
1020.2022/0019404-7;deferido;1;correto
1020.2022/0019406-3;deferido;1;correto
1020.2022/0019408-0;deferido;1;correto
1020.2022/0019412-8;deferido;1;correto
1020.2022/0019418-7;deferido;1;correto
1020.2022/0019337-7;deferido;1;correto
1020.2022/0019335-0;deferido;1;correto
1020.2022/0019241-9;deferido;1;correto
1020.2022/0019307-5;deferido;1;correto
1020.2022/0019242-7;deferido;1;correto
1020.2022/0019243-5;deferido;1;correto
1020.2022/0019244-3;deferido;1;correto
1020.2022/0019245-1;deferido;1;correto
1020.2022/0019246-0;deferido;1;correto
1020.2022/0019248-6;deferido;1;correto
1020.2022/0019256-7;deferido;1;correto
1020.2022/0019258-3;deferido;1;correto
1020.2022/0019259-1;deferido;1;correto
1020.2022/0019260-5;deferido;1;correto
1020.2022/0019304-0;deferido;1;correto
1020.2022/0019305-9;deferido;1;correto
1020.2022/0019308-3;deferido;1;correto
1020.2022/0019309-1;deferido;1;correto
1020.2022/0019311-3;deferido;1;correto
1020.2022/0019313-0;deferido;1;correto
1020.2022/0019322-9;deferido;1;correto
1020.2022/0019323-7;deferido;1;correto
1020.2022/0019327-0;deferido;1;correto
1020.2022/0019328-8;deferido;1;correto
1020.2022/0019329-6;deferido;1;correto
1020.2022/0019330-0;deferido;1;correto
1020.2022/0019331-8;deferido;1;correto
1020.2022/0019332-6;deferido;1;correto
1020.2022/0019119-6;deferido;1;correto
1020.2022/0019116-1;deferido;1;correto
1020.2022/0017944-7;deferido;1;correto
1020.2022/0019115-3;deferido;1;correto
1020.2022/0018899-3;deferido;1;correto
1020.2022/0018900-0;deferido;1;correto
1020.2022/0018901-9;deferido;1;correto
1020.2022/0018902-7;deferido;1;correto
1020.2022/0018903-5;deferido;1;correto
1020.2022/0018904-3;deferido;1;correto
1020.2022/0018905-1;deferido;1;correto
1020.2022/0018906-0;deferido;1;correto
1020.2022/0018912-4;deferido;1;correto
1020.2022/0018916-7;deferido;1;correto
1020.2022/0018919-1;deferido;1;correto
1020.2022/0018920-5;deferido;1;correto
1020.2022/0018966-3;deferido;1;correto
1020.2022/0018969-8;deferido;1;correto
1020.2022/0018974-4;deferido;1;correto
1020.2022/0018975-2;deferido;1;correto
1020.2022/0018976-0;deferido;1;correto
1020.2022/0018977-9;deferido;1;correto
1020.2022/0018978-7;deferido;1;correto
1020.2022/0018979-5;deferido;1;correto
1020.2022/0018897-7;deferido;1;correto
1020.2022/0018894-2;deferido;1;correto
1020.2022/0018873-0;deferido;1;correto
1020.2022/0018828-4;deferido;1;correto
1020.2022/0018829-2;deferido;1;correto
1020.2022/0018860-8;deferido;1;correto
1020.2022/0018864-0;deferido;1;correto
1020.2022/0018865-9;deferido;1;correto
1020.2022/0018866-7;deferido;1;correto
1020.2022/0018867-5;deferido;1;correto
1020.2022/0018869-1;deferido;1;correto
1020.2022/0018872-1;deferido;1;correto
1020.2022/0018875-6;deferido;1;correto
1020.2022/0018893-4;deferido;1;correto
1020.2022/0018878-0;deferido;1;correto
1020.2022/0018879-9;deferido;1;correto
1020.2022/0018880-2;deferido;1;correto
1020.2022/0018882-9;deferido;1;correto
1020.2022/0018884-5;deferido;1;correto
1020.2022/0018885-3;deferido;1;correto
1020.2022/0018886-1;deferido;1;correto
1020.2022/0018888-8;deferido;1;correto
1020.2022/0018889-6;deferido;1;correto
1020.2022/0018891-8;deferido;1;correto
1020.2022/0018983-3;deferido;1;correto
1020.2022/0018990-6;deferido;1;correto
1020.2022/0019087-4;deferido;1;correto
1020.2022/0019069-6;deferido;1;correto
1020.2022/0019070-0;deferido;1;correto
1020.2022/0019073-4;deferido;1;correto
1020.2022/0019074-2;deferido;1;correto
1020.2022/0019078-5;deferido;1;correto
1020.2022/0019079-3;deferido;1;correto
1020.2022/0019080-7;deferido;1;correto
1020.2022/0019081-5;deferido;1;correto
1020.2022/0019082-3;deferido;1;correto
1020.2022/0019083-1;deferido;1;correto
1020.2022/0019084-0;deferido;1;correto
1020.2022/0019085-8;deferido;1;correto
1020.2022/0019086-6;deferido;1;correto
1020.2022/0019088-2;deferido;1;correto
1020.2022/0019067-0;deferido;1;correto
1020.2022/0019089-0;deferido;1;correto
1020.2022/0019090-4;deferido;1;correto
1020.2022/0019091-2;deferido;1;correto
1020.2022/0019092-0;deferido;1;correto
1020.2022/0019095-5;deferido;1;correto
1020.2022/0019096-3;deferido;1;correto
1020.2022/0019098-0;deferido;1;correto
1020.2022/0019100-5;deferido;1;correto
1020.2022/0019108-0;deferido;1;correto
1020.2022/0019109-9;deferido;1;correto
1020.2022/0019068-8;deferido;1;correto
1020.2022/0019066-1;deferido;1;correto
1020.2022/0018991-4;deferido;1;correto
1020.2022/0019016-5;deferido;1;correto
1020.2022/0018995-7;deferido;1;correto
1020.2022/0018996-5;deferido;1;correto
1020.2022/0019000-9;deferido;1;correto
1020.2022/0019001-7;deferido;1;correto
1020.2022/0019002-5;deferido;1;correto
1020.2022/0019003-3;deferido;1;correto
1020.2022/0019004-1;deferido;1;correto
1020.2022/0019005-0;deferido;1;correto
1020.2022/0019006-8;deferido;1;correto
1020.2022/0019007-6;deferido;1;correto
1020.2022/0019008-4;deferido;1;correto
1020.2022/0019065-3;deferido;1;correto
1020.2022/0019019-0;deferido;1;correto
1020.2022/0019020-3;deferido;1;correto
1020.2022/0019022-0;deferido;1;correto
1020.2022/0019051-3;deferido;1;correto
1020.2022/0019054-8;deferido;1;correto
1020.2022/0019055-6;deferido;1;correto
1020.2022/0019057-2;deferido;1;correto
1020.2022/0019059-9;deferido;1;correto
1020.2022/0019061-0;deferido;1;correto
1020.2022/0019062-9;deferido;1;correto
1020.2022/0019063-7;deferido;1;correto
1020.2022/0019064-5;deferido;1;correto
1020.2022/0019419-5;deferido;1;correto
1020.2022/0019421-7;deferido;1;correto
1020.2022/0019423-3;deferido;1;correto
1020.2022/0019424-1;deferido;1;correto
1020.2022/0019827-1;deferido;1;correto
1020.2022/0019830-1;deferido;1;correto
1020.2022/0019832-8;deferido;1;correto
1020.2022/0019833-6;deferido;1;correto
1020.2022/0019835-2;deferido;1;correto
1020.2022/0019836-0;deferido;1;correto
1020.2022/0019837-9;deferido;1;correto
1020.2022/0019838-7;deferido;1;correto
1020.2022/0019839-5;deferido;1;correto
1020.2022/0019840-9;deferido;1;correto
1020.2022/0019887-5;deferido;1;correto
1020.2022/0019890-5;deferido;1;correto
1020.2022/0019891-3;deferido;1;correto
1020.2022/0019893-0;deferido;1;correto
1020.2022/0019896-4;deferido;1;correto
1020.2022/0019899-9;deferido;1;correto
1020.2022/0019900-6;deferido;1;correto
1020.2022/0019901-4;deferido;1;correto
1020.2022/0019902-2;deferido;1;correto
1020.2022/0019903-0;deferido;1;correto
1020.2022/0019907-3;deferido;1;correto
1020.2022/0019908-1;deferido;1;correto
1020.2022/0019910-3;deferido;1;correto
1020.2022/0019912-0;deferido;1;correto
1020.2022/0019913-8;deferido;1;correto
1020.2022/0019826-3;deferido;1;correto
1020.2022/0019825-5;deferido;1;correto
1020.2022/0019824-7;deferido;1;correto
1020.2022/0019793-3;deferido;1;correto
1020.2022/0019779-8;deferido;1;correto
1020.2022/0019780-1;deferido;1;correto
1020.2022/0019781-0;deferido;1;correto
1020.2022/0019782-8;deferido;1;correto
1020.2022/0019783-6;deferido;1;correto
1020.2022/0019784-4;deferido;1;correto
1020.2022/0019785-2;deferido;1;correto
1020.2022/0019786-0;deferido;1;correto
1020.2022/0019787-9;deferido;1;correto
1020.2022/0019788-7;deferido;1;correto
1020.2022/0019789-5;deferido;1;correto
1020.2022/0019790-9;deferido;1;correto
1020.2022/0019792-5;deferido;1;correto
1020.2022/0019823-9;deferido;1;correto
1020.2022/0019805-0;deferido;1;correto
1020.2022/0019808-5;deferido;1;correto
1020.2022/0019811-5;deferido;1;correto
1020.2022/0019813-1;deferido;1;correto
1020.2022/0019816-6;deferido;1;correto
1020.2022/0019818-2;deferido;1;correto
1020.2022/0019819-0;deferido;1;correto
1020.2022/0019821-2;deferido;1;correto
1020.2022/0019915-4;deferido;1;correto
1020.2022/0019916-2;deferido;1;correto
1020.2022/0019917-0;deferido;1;correto
1020.2022/0020016-0;deferido;1;correto
1020.2022/0019965-0;deferido;1;correto
1020.2022/0019966-9;deferido;1;correto
1020.2022/0019967-7;deferido;1;correto
1020.2022/0020007-1;deferido;1;correto
1020.2022/0020008-0;deferido;1;correto
1020.2022/0020009-8;deferido;1;correto
